1145.0000	298.0000
1256.0000	230.0000
1266.5000	232.5000
1391.1666	360.8333
1389.8334	399.5000
1425.8334	584.8334
1399.1666	618.1666
1335.1666	881.5000
1299.1666	892.1667
1057.8334	788.1667
1027.1666	782.8333
853.8333	665.5000
844.5000	618.8334
715.5000	454.5000
730.5000	409.5000
982.5000	314.5000
996.5000	301.5000
1122.5000	304.5000
1237.5000	113.5000
1693.5000	107.5000
2140.5000	566.5000
2071.5000	1433.5000
1309.5000	1951.5000
316.5000	1621.5000
109.5000	691.5000
493.5000	220.5000
997.5000	97.5000
1141.5000	382.5000
