1140.5000	576.0000
1291.5000	500.0000
1300.0000	517.5000
1416.5000	617.1667
1407.8334	635.1667
1472.5000	850.5000
1464.5000	857.8334
1148.5000	606.5000
1142.5000	608.5000
1007.1667	957.1666
995.1667	947.8334
923.8333	790.5000
912.5000	767.1666
877.5000	628.0000
880.0000	613.5000
1054.0000	544.0000
1059.0000	533.5000
1132.5000	575.5000
1433.5000	203.5000
1904.5000	494.5000
2135.5000	1082.5000
1880.5000	1727.5000
1121.5000	1959.5000
629.5000	1836.5000
110.5000	1080.5000
359.5000	441.5000
1037.5000	105.5000
1137.1666	582.5000
