1241	319
1242	319
1242	325
1243	325
1243	326
1244	326
1244	325
1245	325
1245	326
1248	326
1248	328
1253	328
1253	330
1254	330
1254	332
1256	332
1256	333
1258	333
1258	334
1260	334
1260	337
1263	337
1263	338
1266	338
1266	339
1268	339
1268	340
1269	340
1269	341
1271	341
1271	342
1272	342
1272	343
1273	343
1273	344
1274	344
1274	345
1276	345
1276	346
1278	346
1278	347
1283	347
1283	349
1285	349
1285	350
1288	350
1288	351
1290	351
1290	352
1289	352
1289	353
1290	353
1290	355
1291	355
1291	356
1293	356
1293	359
1295	359
1295	360
1296	360
1296	361
1298	361
1298	362
1303	362
1303	363
1304	363
1304	364
1305	364
1305	365
1307	365
1307	366
1308	366
1308	367
1309	367
1309	368
1311	368
1311	369
1312	369
1312	370
1313	370
1313	372
1314	372
1314	373
1318	373
1318	375
1320	375
1320	376
1325	376
1325	381
1330	381
1330	382
1331	382
1331	385
1333	385
1333	386
1334	386
1334	385
1336	385
1336	386
1337	386
1337	387
1343	387
1343	390
1344	390
1344	391
1350	391
1350	392
1351	392
1351	393
1353	393
1353	402
1354	402
1354	401
1355	401
1355	403
1358	403
1358	404
1359	404
1359	405
1360	405
1360	406
1361	406
1361	408
1362	408
1362	409
1365	409
1365	410
1368	410
1368	411
1369	411
1369	412
1370	412
1370	413
1372	413
1372	414
1373	414
1373	416
1376	416
1376	417
1377	417
1377	418
1378	418
1378	419
1379	419
1379	421
1381	421
1381	422
1383	422
1383	423
1384	423
1384	424
1385	424
1385	427
1392	427
1392	428
1394	428
1394	429
1397	429
1397	432
1398	432
1398	433
1403	433
1403	435
1405	435
1405	436
1406	436
1406	438
1407	438
1407	439
1408	439
1408	445
1412	445
1412	448
1415	448
1415	451
1421	451
1421	453
1424	453
1424	454
1425	454
1425	456
1426	456
1426	457
1428	457
1428	458
1429	458
1429	459
1430	459
1430	460
1432	460
1432	461
1433	461
1433	463
1437	463
1437	464
1439	464
1439	465
1442	465
1442	466
1445	466
1445	468
1446	468
1446	469
1451	469
1451	481
1454	481
1454	482
1456	482
1456	483
1457	483
1457	486
1458	486
1458	487
1465	487
1465	489
1466	489
1466	490
1467	490
1467	491
1468	491
1468	492
1470	492
1470	493
1472	493
1472	494
1474	494
1474	497
1475	497
1475	499
1480	499
1480	500
1481	500
1481	504
1482	504
1482	505
1484	505
1484	504
1486	504
1486	505
1487	505
1487	506
1488	506
1488	507
1490	507
1490	508
1493	508
1493	511
1494	511
1494	514
1495	514
1495	519
1496	519
1496	520
1499	520
1499	523
1501	523
1501	524
1503	524
1503	525
1504	525
1504	527
1505	527
1505	526
1509	526
1509	527
1510	527
1510	529
1511	529
1511	530
1513	530
1513	531
1514	531
1514	532
1516	532
1516	534
1517	534
1517	535
1520	535
1520	536
1522	536
1522	538
1528	538
1528	540
1529	540
1529	542
1531	542
1531	543
1534	543
1534	546
1535	546
1535	548
1538	548
1538	550
1539	550
1539	561
1540	561
1540	563
1541	563
1541	564
1547	564
1547	565
1549	565
1549	567
1550	567
1550	568
1551	568
1551	567
1552	567
1552	570
1555	570
1555	571
1558	571
1558	573
1559	573
1559	574
1564	574
1564	578
1565	578
1565	579
1568	579
1568	580
1570	580
1570	582
1571	582
1571	583
1573	583
1573	585
1574	585
1574	586
1576	586
1576	587
1577	587
1577	588
1579	588
1579	589
1580	589
1580	590
1582	590
1582	592
1581	592
1581	593
1580	593
1580	592
1579	592
1579	593
1576	593
1576	605
1577	605
1577	606
1580	606
1580	607
1581	607
1581	606
1583	606
1583	607
1584	607
1584	608
1585	608
1585	609
1586	609
1586	610
1587	610
1587	611
1588	611
1588	613
1590	613
1590	614
1592	614
1592	615
1593	615
1593	616
1594	616
1594	618
1598	618
1598	620
1600	620
1600	621
1601	621
1601	622
1603	622
1603	621
1604	621
1604	622
1606	622
1606	625
1608	625
1608	626
1609	626
1609	627
1610	627
1610	628
1611	628
1611	629
1612	629
1612	630
1614	630
1614	631
1615	631
1615	635
1616	635
1616	636
1620	636
1620	637
1621	637
1621	638
1622	638
1622	639
1623	639
1623	640
1624	640
1624	644
1623	644
1623	654
1624	654
1624	656
1625	656
1625	657
1629	657
1629	659
1630	659
1630	662
1635	662
1635	665
1636	665
1636	666
1639	666
1639	667
1641	667
1641	669
1642	669
1642	671
1643	671
1643	672
1647	672
1647	674
1648	674
1648	677
1649	677
1649	678
1653	678
1653	679
1654	679
1654	682
1659	682
1659	684
1660	684
1660	685
1661	685
1661	686
1664	686
1664	687
1665	687
1665	688
1666	688
1666	689
1667	689
1667	690
1668	690
1668	691
1669	691
1669	692
1671	692
1671	694
1672	694
1672	696
1671	696
1671	707
1672	707
1672	708
1674	708
1674	709
1675	709
1675	710
1678	710
1678	713
1682	713
1682	714
1686	714
1686	715
1687	715
1687	716
1686	716
1686	717
1687	717
1687	718
1686	718
1686	719
1687	719
1687	720
1686	720
1686	721
1687	721
1687	722
1689	722
1689	723
1690	723
1690	726
1691	726
1691	727
1692	727
1692	728
1693	728
1693	729
1694	729
1694	730
1695	730
1695	731
1697	731
1697	732
1698	732
1698	733
1699	733
1699	734
1700	734
1700	735
1701	735
1701	736
1702	736
1702	737
1704	737
1704	740
